date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-06-30,SKU-DEC-093,1944,0,21,486
2025-06-30,SKU-DEC-094,952,0,14,381
2025-06-30,SKU-DEC-095,97,260,14,326
2025-06-30,SKU-DEC-096,318,364,14,455
2025-06-30,SKU-DEC-097,973,0,28,811
2025-06-30,SKU-DEC-098,280,0,7,112
2025-06-30,SKU-DEC-099,259,296,21,370
2025-06-30,SKU-DEC-100,908,0,14,227
2025-06-30,SKU-DEC-101,435,0,14,363
2025-06-30,SKU-DEC-102,302,0,21,252
2025-06-30,SKU-DEC-103,21,56,7,70
2025-06-30,SKU-DEC-104,360,0,14,144
2025-06-30,SKU-DEC-105,268,0,14,224
2025-06-30,SKU-DEC-106,1107,0,14,443
2025-06-30,SKU-DEC-107,475,544,28,680
2025-06-30,SKU-DEC-108,472,0,7,189
2025-06-30,SKU-DEC-109,72,192,21,240
2025-06-30,SKU-DEC-110,136,156,21,195
2025-06-30,SKU-DEC-111,531,0,28,443
2025-06-30,SKU-DEC-112,200,228,14,286
2025-06-30,SKU-DEC-113,36,96,7,120
2025-06-30,SKU-DEC-114,1800,0,14,450
2025-06-30,SKU-DEC-115,126,0,7,105
2025-06-30,SKU-DEC-116,1557,0,21,623
2025-06-30,SKU-DEC-117,57,65,7,82
2025-06-30,SKU-DEC-118,552,0,21,221
2025-06-30,SKU-DEC-119,1090,0,21,436
2025-06-30,SKU-DEC-120,1197,0,21,479
2025-06-30,SKU-LIG-121,890,0,14,356
2025-06-30,SKU-LIG-122,185,212,21,265
2025-06-30,SKU-LIG-123,716,0,21,597
2025-06-30,SKU-LIG-124,888,0,7,222
2025-06-30,SKU-LIG-125,53,61,7,77
2025-06-30,SKU-LIG-126,260,0,7,104
2025-06-30,SKU-LIG-127,46,124,7,156
2025-06-30,SKU-LIG-128,278,318,21,398
2025-06-30,SKU-LIG-129,782,0,28,652
2025-06-30,SKU-LIG-130,399,0,14,333
2025-06-30,SKU-LIG-131,463,0,14,386
2025-06-30,SKU-LIG-132,608,0,28,507
2025-06-30,SKU-LIG-133,1077,0,14,431
2025-06-30,SKU-LIG-134,135,360,28,451
2025-06-30,SKU-LIG-135,452,517,28,647
2025-06-30,SKU-LIG-136,324,0,14,270
2025-06-30,SKU-LIG-137,570,0,21,475
2025-06-30,SKU-LIG-138,262,0,21,219
2025-06-30,SKU-LIG-139,2242,0,28,897
2025-06-30,SKU-LIG-140,71,191,21,239
2025-06-30,SKU-LIG-141,229,611,28,764
2025-06-30,SKU-LIG-142,470,537,28,672
2025-06-30,SKU-LIG-143,64,171,14,214
2025-06-30,SKU-LIG-144,612,0,14,153
2025-06-30,SKU-LIG-145,412,0,7,103
2025-06-30,SKU-LIG-146,387,0,7,155
2025-06-30,SKU-LIG-147,356,0,7,89
2025-06-30,SKU-LIG-148,118,315,21,394
2025-06-30,SKU-LIG-149,124,142,7,178
2025-06-30,SKU-LIG-150,98,112,7,141
2025-06-30,SKU-LIG-151,820,0,21,205
2025-06-30,SKU-LIG-152,888,0,14,222
2025-06-30,SKU-LIG-153,77,88,7,110
2025-06-30,SKU-LIG-154,3316,0,28,829
2025-06-30,SKU-LIG-155,358,0,28,299
2025-06-30,SKU-LIG-156,91,244,21,306
2025-06-30,SKU-LIG-157,428,0,7,107
2025-06-30,SKU-LIG-158,234,626,28,783
2025-06-30,SKU-LIG-159,97,259,14,324
2025-06-30,SKU-LIG-160,990,0,14,396
2025-06-30,SKU-SMA-161,230,0,14,192
2025-06-30,SKU-SMA-162,410,0,14,164
2025-06-30,SKU-SMA-163,1208,0,21,302
2025-06-30,SKU-SMA-164,352,0,7,88
2025-06-30,SKU-SMA-165,267,0,7,107
2025-06-30,SKU-SMA-166,312,0,21,260
2025-06-30,SKU-SMA-167,21,58,7,73
2025-06-30,SKU-SMA-168,548,627,28,784
2025-06-30,SKU-SMA-169,48,129,7,162
2025-06-30,SKU-SMA-170,1608,0,14,402
2025-06-30,SKU-SMA-171,457,522,21,653
2025-06-30,SKU-SMA-172,191,218,14,273
2025-06-30,SKU-SMA-173,564,0,7,141
2025-06-30,SKU-SMA-174,1824,0,28,456
2025-06-30,SKU-SMA-175,1044,0,14,261
2025-06-30,SKU-SMA-176,260,0,14,217
2025-06-30,SKU-SMA-177,1535,0,28,614
2025-06-30,SKU-SMA-178,95,108,7,136
2025-06-30,SKU-SMA-179,1304,0,14,326
2025-06-30,SKU-SMA-180,191,509,21,637
2025-06-30,SKU-SMA-181,2236,0,21,559
2025-06-30,SKU-SMA-182,393,0,14,328
2025-06-30,SKU-SMA-183,322,0,28,269
2025-06-30,SKU-SMA-184,486,0,28,405
2025-06-30,SKU-SMA-185,2112,0,21,528
2025-06-30,SKU-SMA-186,2488,0,21,622
2025-06-30,SKU-SMA-187,1210,0,21,484
2025-06-30,SKU-SMA-188,19,52,7,66
2025-06-30,SKU-SMA-189,477,0,7,191
2025-06-30,SKU-SMA-190,500,0,7,200
2025-06-30,SKU-SMA-191,447,511,28,639
2025-06-30,SKU-SMA-192,57,152,7,191
2025-06-30,SKU-SMA-193,442,0,28,369
2025-06-30,SKU-SMA-194,540,0,21,450
2025-06-30,SKU-SMA-195,1372,0,28,549
2025-06-30,SKU-SMA-196,1316,0,21,329
2025-06-30,SKU-SMA-197,69,184,7,230
2025-06-30,SKU-SMA-198,163,0,7,136
2025-06-30,SKU-SMA-199,119,319,14,399
2025-06-30,SKU-SMA-200,67,180,7,225
2025-07-07,SKU-BED-001,3596,0,28,899
2025-07-07,SKU-BED-002,219,0,7,183
2025-07-07,SKU-BED-003,57,154,7,193
2025-07-07,SKU-BED-004,724,0,14,181
2025-07-07,SKU-BED-005,862,0,21,345
2025-07-07,SKU-BED-006,96,256,14,320
2025-07-07,SKU-BED-007,613,700,28,876
2025-07-07,SKU-BED-008,2552,0,28,638
2025-07-07,SKU-BED-009,2155,0,28,862
2025-07-07,SKU-BED-010,151,0,7,126
2025-07-07,SKU-BED-011,1768,0,14,442
2025-07-07,SKU-BED-012,269,308,28,385
2025-07-07,SKU-BED-013,388,0,14,324
2025-07-07,SKU-BED-014,1517,0,21,607
2025-07-07,SKU-BED-015,290,332,28,415
2025-07-07,SKU-BED-016,1440,0,14,360
2025-07-07,SKU-BED-017,68,181,14,227
2025-07-07,SKU-BED-018,426,0,14,355
2025-07-07,SKU-BED-019,415,475,21,594
2025-07-07,SKU-BED-020,550,629,28,787
2025-07-07,SKU-BED-021,1580,0,28,632
2025-07-07,SKU-BED-022,276,0,7,69
2025-07-07,SKU-BED-023,213,244,14,305
2025-07-07,SKU-BED-024,1740,0,28,696
2025-07-07,SKU-BED-025,372,0,14,149
2025-07-07,SKU-BED-026,51,136,7,171
2025-07-07,SKU-BED-027,136,156,21,195
2025-07-07,SKU-BED-028,2136,0,28,534
2025-07-07,SKU-BED-029,130,348,21,436
2025-07-07,SKU-BED-030,651,0,28,543
2025-07-07,SKU-BED-031,86,98,7,123
2025-07-07,SKU-BED-032,2552,0,21,638
2025-07-07,SKU-BED-033,126,336,21,420
2025-07-07,SKU-BED-034,53,141,14,177
2025-07-07,SKU-BED-035,1108,0,21,277
2025-07-07,SKU-BED-036,361,0,14,301
2025-07-07,SKU-BED-037,103,275,14,344
2025-07-07,SKU-BED-038,664,0,7,166
2025-07-07,SKU-BED-039,2172,0,28,869
2025-07-07,SKU-BED-040,694,0,21,579
2025-07-07,SKU-FUR-041,394,451,28,564
2025-07-07,SKU-FUR-042,726,0,21,605
2025-07-07,SKU-FUR-043,390,0,14,325
2025-07-07,SKU-FUR-044,327,374,28,468
2025-07-07,SKU-FUR-045,124,0,7,104
2025-07-07,SKU-FUR-046,1100,0,14,440
2025-07-07,SKU-FUR-047,547,0,14,219
2025-07-07,SKU-FUR-048,1108,0,14,277
2025-07-07,SKU-FUR-049,132,151,7,189
2025-07-07,SKU-FUR-050,333,380,21,476
2025-07-07,SKU-FUR-051,105,280,14,350
2025-07-07,SKU-FUR-052,573,0,28,478
2025-07-07,SKU-FUR-053,131,350,21,438
2025-07-07,SKU-FUR-054,587,0,14,235
2025-07-07,SKU-FUR-055,1085,0,21,434
2025-07-07,SKU-FUR-056,146,0,7,122
2025-07-07,SKU-FUR-057,297,340,28,425
2025-07-07,SKU-FUR-058,1756,0,28,439
2025-07-07,SKU-FUR-059,114,130,7,163
2025-07-07,SKU-FUR-060,252,674,28,843
2025-07-07,SKU-FUR-061,218,249,14,312
2025-07-07,SKU-FUR-062,89,239,14,299
2025-07-07,SKU-FUR-063,66,76,7,95
2025-07-07,SKU-FUR-064,496,0,28,414
2025-07-07,SKU-FUR-065,327,0,7,131
2025-07-07,SKU-FUR-066,1170,0,21,468
2025-07-07,SKU-FUR-067,824,0,14,206
2025-07-07,SKU-FUR-068,2284,0,28,571
2025-07-07,SKU-FUR-069,438,0,14,365
2025-07-07,SKU-FUR-070,690,0,14,276
2025-07-07,SKU-FUR-071,91,104,14,131
2025-07-07,SKU-FUR-072,235,269,21,337
2025-07-07,SKU-FUR-073,156,418,28,523
2025-07-07,SKU-FUR-074,257,0,7,103
2025-07-07,SKU-FUR-075,244,279,14,349
2025-07-07,SKU-FUR-076,112,299,21,374
2025-07-07,SKU-FUR-077,1244,0,14,311
2025-07-07,SKU-FUR-078,964,0,14,241
2025-07-07,SKU-FUR-079,1150,0,14,460
2025-07-07,SKU-FUR-080,2484,0,28,621
2025-07-07,SKU-DEC-081,170,195,14,244
2025-07-07,SKU-DEC-082,500,0,21,417
2025-07-07,SKU-DEC-083,411,0,21,343
2025-07-07,SKU-DEC-084,252,0,7,101
2025-07-07,SKU-DEC-085,736,0,7,184
2025-07-07,SKU-DEC-086,290,0,7,116
2025-07-07,SKU-DEC-087,168,450,21,563
2025-07-07,SKU-DEC-088,200,534,21,668
2025-07-07,SKU-DEC-089,500,572,28,715
2025-07-07,SKU-DEC-090,1520,0,28,380
2025-07-07,SKU-DEC-091,1402,0,21,561
2025-07-07,SKU-DEC-092,98,262,21,328
2025-07-07,SKU-DEC-093,1215,0,21,486
2025-07-07,SKU-DEC-094,1430,0,21,572
2025-07-07,SKU-DEC-095,1632,0,28,653
2025-07-07,SKU-DEC-096,158,181,7,227
2025-07-07,SKU-DEC-097,121,324,14,405
2025-07-07,SKU-DEC-098,67,180,14,225
2025-07-07,SKU-DEC-099,1976,0,28,494
2025-07-07,SKU-DEC-100,68,181,14,227
2025-07-07,SKU-DEC-101,2180,0,21,545
2025-07-07,SKU-DEC-102,1348,0,28,337
2025-07-07,SKU-DEC-103,1128,0,28,282
2025-07-07,SKU-DEC-104,180,0,7,72
2025-07-07,SKU-DEC-105,156,179,14,224
2025-07-07,SKU-DEC-106,2215,0,28,886
2025-07-07,SKU-DEC-107,850,0,14,340
2025-07-07,SKU-DEC-108,681,0,21,568
2025-07-07,SKU-DEC-109,288,0,21,240
2025-07-07,SKU-DEC-110,39,104,14,130
2025-07-07,SKU-DEC-111,132,0,7,110
2025-07-07,SKU-DEC-112,1432,0,28,573
2025-07-07,SKU-DEC-113,600,0,14,240
2025-07-07,SKU-DEC-114,67,180,7,225
2025-07-07,SKU-DEC-115,262,0,7,105
2025-07-07,SKU-DEC-116,186,498,21,623
2025-07-07,SKU-DEC-117,328,0,7,82
2025-07-07,SKU-DEC-118,21,58,7,73
2025-07-07,SKU-DEC-119,1090,0,21,436
2025-07-07,SKU-DEC-120,190,0,7,159
2025-07-07,SKU-LIG-121,1424,0,14,356
2025-07-07,SKU-LIG-122,318,0,21,265
2025-07-07,SKU-LIG-123,119,318,14,398
2025-07-07,SKU-LIG-124,266,711,28,889
2025-07-07,SKU-LIG-125,1236,0,28,309
2025-07-07,SKU-LIG-126,292,334,28,418
2025-07-07,SKU-LIG-127,1252,0,14,313
2025-07-07,SKU-LIG-128,2124,0,28,531
2025-07-07,SKU-LIG-129,228,260,14,326
2025-07-07,SKU-LIG-130,1667,0,28,667
2025-07-07,SKU-LIG-131,270,308,14,386
2025-07-07,SKU-LIG-132,456,0,21,380
2025-07-07,SKU-LIG-133,258,689,28,862
2025-07-07,SKU-LIG-134,236,270,21,338
2025-07-07,SKU-LIG-135,194,517,28,647
2025-07-07,SKU-LIG-136,486,0,21,405
2025-07-07,SKU-LIG-137,792,0,14,317
2025-07-07,SKU-LIG-138,730,0,28,292
2025-07-07,SKU-LIG-139,3588,0,28,897
2025-07-07,SKU-LIG-140,636,0,14,159
2025-07-07,SKU-LIG-141,764,0,7,191
2025-07-07,SKU-LIG-142,470,537,28,672
2025-07-07,SKU-LIG-143,535,0,14,214
2025-07-07,SKU-LIG-144,91,0,7,76
2025-07-07,SKU-LIG-145,257,0,7,103
2025-07-07,SKU-LIG-146,1868,0,21,467
2025-07-07,SKU-LIG-147,1428,0,28,357
2025-07-07,SKU-LIG-148,157,420,28,526
2025-07-07,SKU-LIG-149,858,0,28,715
2025-07-07,SKU-LIG-150,42,112,7,141
2025-07-07,SKU-LIG-151,327,0,28,273
2025-07-07,SKU-LIG-152,400,0,21,334
2025-07-07,SKU-LIG-153,308,352,28,441
2025-07-07,SKU-LIG-154,2488,0,21,622
2025-07-07,SKU-LIG-155,44,119,14,149
2025-07-07,SKU-LIG-156,367,0,21,306
2025-07-07,SKU-LIG-157,256,0,14,214
2025-07-07,SKU-LIG-158,273,312,14,391
2025-07-07,SKU-LIG-159,405,0,7,162
2025-07-07,SKU-LIG-160,59,158,7,198
2025-07-07,SKU-SMA-161,115,0,7,96
2025-07-07,SKU-SMA-162,57,65,7,82
2025-07-07,SKU-SMA-163,211,241,21,302
2025-07-07,SKU-SMA-164,440,0,14,176
2025-07-07,SKU-SMA-165,32,85,7,107
2025-07-07,SKU-SMA-166,207,0,14,173
2025-07-07,SKU-SMA-167,876,0,21,219
2025-07-07,SKU-SMA-168,940,0,28,784
2025-07-07,SKU-SMA-169,341,390,21,488
2025-07-07,SKU-SMA-170,966,0,28,805
2025-07-07,SKU-SMA-171,195,522,21,653
2025-07-07,SKU-SMA-172,1025,0,21,410
2025-07-07,SKU-SMA-173,1132,0,14,283
2025-07-07,SKU-SMA-174,1368,0,21,342
2025-07-07,SKU-SMA-175,39,104,7,130
2025-07-07,SKU-SMA-176,130,347,28,434
2025-07-07,SKU-SMA-177,184,491,28,614
2025-07-07,SKU-SMA-178,327,0,14,273
2025-07-07,SKU-SMA-179,195,0,7,163
2025-07-07,SKU-SMA-180,127,339,14,424
2025-07-07,SKU-SMA-181,670,0,21,559
2025-07-07,SKU-SMA-182,345,394,21,493
2025-07-07,SKU-SMA-183,808,0,21,202
2025-07-07,SKU-SMA-184,30,80,7,101
2025-07-07,SKU-SMA-185,422,0,14,352
2025-07-07,SKU-SMA-186,2075,0,28,830
2025-07-07,SKU-SMA-187,226,258,14,323
2025-07-07,SKU-SMA-188,264,0,7,66
2025-07-07,SKU-SMA-189,401,459,21,574
2025-07-07,SKU-SMA-190,3212,0,28,803
2025-07-07,SKU-SMA-191,47,127,7,159
2025-07-07,SKU-SMA-192,57,152,7,191
2025-07-07,SKU-SMA-193,230,0,7,92
2025-07-07,SKU-SMA-194,180,480,28,600
2025-07-07,SKU-SMA-195,685,0,14,274
2025-07-07,SKU-SMA-196,130,0,7,109
2025-07-07,SKU-SMA-197,2764,0,21,691
2025-07-07,SKU-SMA-198,340,0,7,136
2025-07-07,SKU-SMA-199,59,159,7,199
2025-07-07,SKU-SMA-200,2708,0,21,677
2025-07-14,SKU-BED-001,314,359,14,449
2025-07-14,SKU-BED-002,1468,0,14,367
2025-07-14,SKU-BED-003,772,0,7,193
2025-07-14,SKU-BED-004,253,289,28,362
2025-07-14,SKU-BED-005,103,276,21,345
2025-07-14,SKU-BED-006,448,512,28,640
2025-07-14,SKU-BED-007,3504,0,28,876
2025-07-14,SKU-BED-008,190,0,7,159
2025-07-14,SKU-BED-009,64,172,7,215
2025-07-14,SKU-BED-010,453,0,21,378
2025-07-14,SKU-BED-011,132,353,14,442
2025-07-14,SKU-BED-012,57,153,14,192
2025-07-14,SKU-BED-013,405,0,7,162
2025-07-14,SKU-BED-014,1012,0,14,405
2025-07-14,SKU-BED-015,1660,0,28,415
2025-07-14,SKU-BED-016,2160,0,21,540
2025-07-14,SKU-BED-017,237,272,21,340
2025-07-14,SKU-BED-018,106,284,14,355
2025-07-14,SKU-BED-019,951,0,28,793
2025-07-14,SKU-BED-020,235,0,7,196
2025-07-14,SKU-BED-021,331,379,21,474
2025-07-14,SKU-BED-022,83,223,28,279
2025-07-14,SKU-BED-023,213,244,14,305
2025-07-14,SKU-BED-024,208,0,7,174
2025-07-14,SKU-BED-025,104,119,14,149
2025-07-14,SKU-BED-026,205,0,7,171
2025-07-14,SKU-BED-027,58,156,21,195
2025-07-14,SKU-BED-028,1068,0,14,267
2025-07-14,SKU-BED-029,305,348,21,436
2025-07-14,SKU-BED-030,651,0,28,543
2025-07-14,SKU-BED-031,86,98,7,123
2025-07-14,SKU-BED-032,510,0,14,425
2025-07-14,SKU-BED-033,1050,0,21,420
2025-07-14,SKU-BED-034,442,0,14,177
2025-07-14,SKU-BED-035,222,0,14,185
2025-07-14,SKU-BED-036,361,0,14,301
2025-07-14,SKU-BED-037,1290,0,21,516
2025-07-14,SKU-BED-038,1328,0,14,332
2025-07-14,SKU-BED-039,1085,0,14,434
2025-07-14,SKU-BED-040,1930,0,28,772
2025-07-14,SKU-FUR-041,126,338,21,423
2025-07-14,SKU-FUR-042,967,0,28,806
2025-07-14,SKU-FUR-043,1948,0,21,487
2025-07-14,SKU-FUR-044,1404,0,21,351
2025-07-14,SKU-FUR-045,832,0,14,208
2025-07-14,SKU-FUR-046,198,528,21,660
2025-07-14,SKU-FUR-047,131,351,28,439
2025-07-14,SKU-FUR-048,1664,0,21,416
2025-07-14,SKU-FUR-049,264,302,14,378
2025-07-14,SKU-FUR-050,142,380,21,476
2025-07-14,SKU-FUR-051,2100,0,21,525
2025-07-14,SKU-FUR-052,107,286,21,358
2025-07-14,SKU-FUR-053,365,0,7,146
2025-07-14,SKU-FUR-054,35,93,7,117
2025-07-14,SKU-FUR-055,1156,0,14,289
2025-07-14,SKU-FUR-056,36,97,7,122
2025-07-14,SKU-FUR-057,95,255,21,319
2025-07-14,SKU-FUR-058,526,0,28,439
2025-07-14,SKU-FUR-059,195,521,28,652
2025-07-14,SKU-FUR-060,590,674,28,843
2025-07-14,SKU-FUR-061,390,0,7,156
2025-07-14,SKU-FUR-062,104,119,7,149
2025-07-14,SKU-FUR-063,760,0,14,190
2025-07-14,SKU-FUR-064,123,0,7,103
2025-07-14,SKU-FUR-065,78,209,14,262
2025-07-14,SKU-FUR-066,140,374,21,468
2025-07-14,SKU-FUR-067,824,0,14,206
2025-07-14,SKU-FUR-068,199,228,14,285
2025-07-14,SKU-FUR-069,1460,0,14,365
2025-07-14,SKU-FUR-070,165,0,7,138
2025-07-14,SKU-FUR-071,492,0,21,197
2025-07-14,SKU-FUR-072,404,0,21,337
2025-07-14,SKU-FUR-073,627,0,28,523
2025-07-14,SKU-FUR-074,498,0,28,415
2025-07-14,SKU-FUR-075,1745,0,28,698
2025-07-14,SKU-FUR-076,496,0,7,124
2025-07-14,SKU-FUR-077,140,373,21,467
2025-07-14,SKU-FUR-078,36,96,7,120
2025-07-14,SKU-FUR-079,1105,0,28,921
2025-07-14,SKU-FUR-080,46,124,7,155
2025-07-14,SKU-DEC-081,341,390,28,488
2025-07-14,SKU-DEC-082,194,222,14,278
2025-07-14,SKU-DEC-083,34,91,7,114
2025-07-14,SKU-DEC-084,121,324,28,406
2025-07-14,SKU-DEC-085,257,294,14,368
2025-07-14,SKU-DEC-086,104,278,21,348
2025-07-14,SKU-DEC-087,112,300,14,375
2025-07-14,SKU-DEC-088,801,0,21,668
2025-07-14,SKU-DEC-089,712,0,7,178
2025-07-14,SKU-DEC-090,475,0,14,190
2025-07-14,SKU-DEC-091,224,598,28,748
2025-07-14,SKU-DEC-092,393,0,21,328
2025-07-14,SKU-DEC-093,194,518,28,648
2025-07-14,SKU-DEC-094,133,152,7,190
2025-07-14,SKU-DEC-095,783,0,28,653
2025-07-14,SKU-DEC-096,478,546,21,683
2025-07-14,SKU-DEC-097,425,486,21,608
2025-07-14,SKU-DEC-098,157,180,14,225
2025-07-14,SKU-DEC-099,259,296,21,370
2025-07-14,SKU-DEC-100,136,364,28,455
2025-07-14,SKU-DEC-101,508,581,28,727
2025-07-14,SKU-DEC-102,25,67,7,84
2025-07-14,SKU-DEC-103,84,0,7,70
2025-07-14,SKU-DEC-104,100,115,14,144
2025-07-14,SKU-DEC-105,78,89,7,112
2025-07-14,SKU-DEC-106,66,176,7,221
2025-07-14,SKU-DEC-107,153,408,21,510
2025-07-14,SKU-DEC-108,132,151,7,189
2025-07-14,SKU-DEC-109,72,192,21,240
2025-07-14,SKU-DEC-110,325,0,14,130
2025-07-14,SKU-DEC-111,265,0,14,221
2025-07-14,SKU-DEC-112,129,344,21,430
2025-07-14,SKU-DEC-113,480,0,7,120
2025-07-14,SKU-DEC-114,540,0,14,450
2025-07-14,SKU-DEC-115,63,168,14,210
2025-07-14,SKU-DEC-116,124,332,14,415
2025-07-14,SKU-DEC-117,393,0,28,328
2025-07-14,SKU-DEC-118,884,0,21,221
2025-07-14,SKU-DEC-119,1090,0,21,436
2025-07-14,SKU-DEC-120,1597,0,28,639
2025-07-14,SKU-LIG-121,855,0,28,713
2025-07-14,SKU-LIG-122,52,140,14,176
2025-07-14,SKU-LIG-123,1592,0,14,398
2025-07-14,SKU-LIG-124,1667,0,21,667
2025-07-14,SKU-LIG-125,161,184,21,231
2025-07-14,SKU-LIG-126,292,334,28,418
2025-07-14,SKU-LIG-127,93,250,14,313
2025-07-14,SKU-LIG-128,477,0,21,398
2025-07-14,SKU-LIG-129,146,391,21,489
2025-07-14,SKU-LIG-130,233,266,14,333
2025-07-14,SKU-LIG-131,463,0,14,386
2025-07-14,SKU-LIG-132,88,100,7,126
2025-07-14,SKU-LIG-133,64,172,7,215
2025-07-14,SKU-LIG-134,1352,0,21,338
2025-07-14,SKU-LIG-135,2588,0,28,647
2025-07-14,SKU-LIG-136,1350,0,28,540
2025-07-14,SKU-LIG-137,332,380,21,475
2025-07-14,SKU-LIG-138,87,233,28,292
2025-07-14,SKU-LIG-139,1680,0,21,672
2025-07-14,SKU-LIG-140,597,0,21,239
2025-07-14,SKU-LIG-141,1528,0,14,382
2025-07-14,SKU-LIG-142,352,403,21,504
2025-07-14,SKU-LIG-143,149,171,14,214
2025-07-14,SKU-LIG-144,107,122,14,153
2025-07-14,SKU-LIG-145,123,330,28,413
2025-07-14,SKU-LIG-146,93,248,14,311
2025-07-14,SKU-LIG-147,213,0,14,178
2025-07-14,SKU-LIG-148,524,0,7,131
2025-07-14,SKU-LIG-149,1340,0,21,536
2025-07-14,SKU-LIG-150,1132,0,14,283
2025-07-14,SKU-LIG-151,143,164,21,205
2025-07-14,SKU-LIG-152,444,0,7,111
2025-07-14,SKU-LIG-153,99,264,21,331
2025-07-14,SKU-LIG-154,3316,0,28,829
2025-07-14,SKU-LIG-155,209,239,28,299
2025-07-14,SKU-LIG-156,510,0,14,204
2025-07-14,SKU-LIG-157,225,257,21,322
2025-07-14,SKU-LIG-158,1957,0,28,783
2025-07-14,SKU-LIG-159,145,388,21,486
2025-07-14,SKU-LIG-160,495,0,7,198
2025-07-14,SKU-SMA-161,384,0,7,96
2025-07-14,SKU-SMA-162,328,0,7,82
2025-07-14,SKU-SMA-163,1208,0,21,302
2025-07-14,SKU-SMA-164,26,70,7,88
2025-07-14,SKU-SMA-165,301,344,28,430
2025-07-14,SKU-SMA-166,51,138,14,173
2025-07-14,SKU-SMA-167,65,175,21,219
2025-07-14,SKU-SMA-168,235,0,7,196
2025-07-14,SKU-SMA-169,405,0,7,162
2025-07-14,SKU-SMA-170,241,0,7,201
2025-07-14,SKU-SMA-171,260,0,7,217
2025-07-14,SKU-SMA-172,1640,0,21,410
2025-07-14,SKU-SMA-173,339,0,14,283
2025-07-14,SKU-SMA-174,456,0,7,114
2025-07-14,SKU-SMA-175,626,0,28,522
2025-07-14,SKU-SMA-176,151,173,14,217
2025-07-14,SKU-SMA-177,107,122,7,153
2025-07-14,SKU-SMA-178,122,327,21,409
2025-07-14,SKU-SMA-179,2612,0,28,653
2025-07-14,SKU-SMA-180,191,509,21,637
2025-07-14,SKU-SMA-181,260,297,14,372
2025-07-14,SKU-SMA-182,1312,0,14,328
2025-07-14,SKU-SMA-183,268,0,7,67
2025-07-14,SKU-SMA-184,505,0,14,202
2025-07-14,SKU-SMA-185,123,140,7,176
2025-07-14,SKU-SMA-186,996,0,28,830
2025-07-14,SKU-SMA-187,96,258,14,323
2025-07-14,SKU-SMA-188,79,212,28,265
2025-07-14,SKU-SMA-189,3060,0,28,765
2025-07-14,SKU-SMA-190,2007,0,28,803
2025-07-14,SKU-SMA-191,574,0,21,479
2025-07-14,SKU-SMA-192,1528,0,14,382
2025-07-14,SKU-SMA-193,110,0,7,92
2025-07-14,SKU-SMA-194,1500,0,28,600
2025-07-14,SKU-SMA-195,1372,0,28,549
2025-07-14,SKU-SMA-196,272,0,7,109
2025-07-14,SKU-SMA-197,920,0,7,230
2025-07-14,SKU-SMA-198,190,217,14,272
2025-07-14,SKU-SMA-199,497,0,7,199
2025-07-14,SKU-SMA-200,2257,0,28,903
2025-07-21,SKU-BED-001,1122,0,14,449
2025-07-21,SKU-BED-002,1468,0,14,367
2025-07-21,SKU-BED-003,57,154,7,193
2025-07-21,SKU-BED-004,225,0,7,90
2025-07-21,SKU-BED-005,103,276,21,345
2025-07-21,SKU-BED-006,384,0,14,320
2025-07-21,SKU-BED-007,613,700,28,876
2025-07-21,SKU-BED-008,1276,0,14,319
2025-07-21,SKU-BED-009,452,516,21,646
2025-07-21,SKU-BED-010,1512,0,21,378
2025-07-21,SKU-BED-011,132,353,14,442
2025-07-21,SKU-BED-012,768,0,14,192
2025-07-21,SKU-BED-013,388,0,14,324
2025-07-21,SKU-BED-014,1012,0,14,405
2025-07-21,SKU-BED-015,62,165,14,207
2025-07-21,SKU-BED-016,1440,0,14,360
2025-07-21,SKU-BED-017,544,0,28,454
2025-07-21,SKU-BED-018,708,0,7,177
2025-07-21,SKU-BED-019,951,0,28,793
2025-07-21,SKU-BED-020,550,629,28,787
2025-07-21,SKU-BED-021,632,0,7,158
2025-07-21,SKU-BED-022,697,0,28,279
2025-07-21,SKU-BED-023,91,244,14,305
2025-07-21,SKU-BED-024,156,417,21,522
2025-07-21,SKU-BED-025,22,59,7,74
2025-07-21,SKU-BED-026,154,412,21,515
2025-07-21,SKU-BED-027,260,0,7,65
2025-07-21,SKU-BED-028,93,106,7,133
2025-07-21,SKU-BED-029,523,0,21,436
2025-07-21,SKU-BED-030,162,434,28,543
2025-07-21,SKU-BED-031,307,0,7,123
2025-07-21,SKU-BED-032,2552,0,21,638
2025-07-21,SKU-BED-033,1680,0,21,420
2025-07-21,SKU-BED-034,442,0,14,177
2025-07-21,SKU-BED-035,332,0,21,277
2025-07-21,SKU-BED-036,1127,0,21,451
2025-07-21,SKU-BED-037,619,0,21,516
2025-07-21,SKU-BED-038,2660,0,28,665
2025-07-21,SKU-BED-039,2172,0,28,869
2025-07-21,SKU-BED-040,231,617,28,772
2025-07-21,SKU-FUR-041,1692,0,21,423
2025-07-21,SKU-FUR-042,282,322,14,403
2025-07-21,SKU-FUR-043,648,0,7,162
2025-07-21,SKU-FUR-044,292,0,7,117
2025-07-21,SKU-FUR-045,520,0,14,208
2025-07-21,SKU-FUR-046,792,0,21,660
2025-07-21,SKU-FUR-047,876,0,14,219
2025-07-21,SKU-FUR-048,41,110,7,138
2025-07-21,SKU-FUR-049,1512,0,14,378
2025-07-21,SKU-FUR-050,189,0,7,158
